,Dataset,Selective,Max Depth,Estimators,Training Accuracy,Testing Accuracy
466,Month_18,True,7,150,0.985981308411215,0.8681318681318682
467,Month_18,True,7,200,0.985981308411215,0.8571428571428571
468,Month_18,True,8,25,0.985981308411215,0.8791208791208791
469,Month_18,True,8,50,0.9906542056074766,0.8681318681318682
470,Month_18,True,8,75,0.9906542056074766,0.8571428571428571
471,Month_18,True,8,100,0.9953271028037384,0.8571428571428571
472,Month_18,True,8,150,0.9953271028037384,0.8571428571428571
473,Month_18,True,8,200,0.9953271028037384,0.8571428571428571
474,Month_18,True,9,25,0.9906542056074766,0.8571428571428571
475,Month_18,True,9,50,1.0,0.8571428571428571
476,Month_18,True,9,75,0.9953271028037384,0.8461538461538461
477,Month_18,True,9,100,1.0,0.8571428571428571
478,Month_18,True,9,150,1.0,0.8571428571428571
479,Month_18,True,9,200,1.0,0.8571428571428571
480,Month_18,True,10,25,0.9953271028037384,0.8681318681318682
481,Month_18,True,10,50,1.0,0.8571428571428571
482,Month_18,True,10,75,1.0,0.8571428571428571
483,Month_18,True,10,100,1.0,0.8571428571428571
484,Month_18,True,10,150,1.0,0.8571428571428571
485,Month_18,True,10,200,1.0,0.8681318681318682
486,Month_24,True,2,25,0.8634020618556701,0.8433734939759037
487,Month_24,True,2,50,0.8582474226804123,0.8493975903614458
488,Month_24,True,2,75,0.8608247422680413,0.8554216867469879
489,Month_24,True,2,100,0.8608247422680413,0.8493975903614458
490,Month_24,True,2,150,0.865979381443299,0.8614457831325302
491,Month_24,True,2,200,0.8634020618556701,0.8554216867469879
492,Month_24,True,3,25,0.8969072164948454,0.8493975903614458
493,Month_24,True,3,50,0.8943298969072165,0.8554216867469879
494,Month_24,True,3,75,0.9020618556701031,0.8313253012048193
495,Month_24,True,3,100,0.9020618556701031,0.8373493975903614
496,Month_24,True,3,150,0.8994845360824743,0.8433734939759037
497,Month_24,True,3,200,0.9072164948453608,0.8433734939759037
498,Month_24,True,4,25,0.9201030927835051,0.8493975903614458
499,Month_24,True,4,50,0.9252577319587629,0.8614457831325302
500,Month_24,True,4,75,0.9278350515463918,0.8493975903614458
501,Month_24,True,4,100,0.9278350515463918,0.8554216867469879
502,Month_24,True,4,150,0.9304123711340206,0.8433734939759037
503,Month_24,True,4,200,0.9329896907216495,0.8554216867469879
504,Month_24,True,5,25,0.9432989690721649,0.8493975903614458
505,Month_24,True,5,50,0.9381443298969072,0.8433734939759037
506,Month_24,True,5,75,0.9458762886597938,0.8373493975903614
507,Month_24,True,5,100,0.9484536082474226,0.8614457831325302
508,Month_24,True,5,150,0.9484536082474226,0.8433734939759037
509,Month_24,True,5,200,0.9484536082474226,0.8554216867469879
510,Month_24,True,6,25,0.9664948453608248,0.8433734939759037
511,Month_24,True,6,50,0.9690721649484536,0.8433734939759037
512,Month_24,True,6,75,0.9639175257731959,0.8493975903614458
513,Month_24,True,6,100,0.9639175257731959,0.8493975903614458
514,Month_24,True,6,150,0.9690721649484536,0.8554216867469879
515,Month_24,True,6,200,0.9742268041237113,0.8493975903614458
516,Month_24,True,7,25,0.9845360824742269,0.8433734939759037
517,Month_24,True,7,50,0.9896907216494846,0.8554216867469879
518,Month_24,True,7,75,0.9871134020618557,0.8433734939759037
519,Month_24,True,7,100,0.9845360824742269,0.8373493975903614
520,Month_24,True,7,150,0.9845360824742269,0.8313253012048193
521,Month_24,True,7,200,0.9845360824742269,0.8373493975903614
522,Month_24,True,8,25,0.9922680412371134,0.8493975903614458
523,Month_24,True,8,50,0.9948453608247423,0.8493975903614458
524,Month_24,True,8,75,0.9948453608247423,0.8554216867469879
525,Month_24,True,8,100,0.9896907216494846,0.8493975903614458
526,Month_24,True,8,150,0.9948453608247423,0.8373493975903614
527,Month_24,True,8,200,0.9922680412371134,0.8433734939759037
528,Month_24,True,9,25,0.9948453608247423,0.8554216867469879
529,Month_24,True,9,50,0.9974226804123711,0.8493975903614458
530,Month_24,True,9,75,1.0,0.8674698795180723
531,Month_24,True,9,100,0.9974226804123711,0.8493975903614458
532,Month_24,True,9,150,0.9974226804123711,0.8373493975903614
533,Month_24,True,9,200,0.9974226804123711,0.8433734939759037
534,Month_24,True,10,25,1.0,0.8493975903614458
535,Month_24,True,10,50,1.0,0.8614457831325302
536,Month_24,True,10,75,1.0,0.8734939759036144
537,Month_24,True,10,100,1.0,0.8493975903614458
538,Month_24,True,10,150,1.0,0.8614457831325302
539,Month_24,True,10,200,1.0,0.8493975903614458
540,Month_36,True,2,25,0.922509225092251,0.8793103448275862
541,Month_36,True,2,50,0.922509225092251,0.8793103448275862
542,Month_36,True,2,75,0.9261992619926199,0.8793103448275862
543,Month_36,True,2,100,0.9298892988929889,0.8879310344827587
544,Month_36,True,2,150,0.922509225092251,0.8879310344827587
545,Month_36,True,2,200,0.922509225092251,0.8793103448275862
546,Month_36,True,3,25,0.9188191881918819,0.8620689655172413
547,Month_36,True,3,50,0.9261992619926199,0.853448275862069
548,Month_36,True,3,75,0.9261992619926199,0.8620689655172413
549,Month_36,True,3,100,0.9298892988929889,0.853448275862069
550,Month_36,True,3,150,0.9298892988929889,0.853448275862069
551,Month_36,True,3,200,0.9298892988929889,0.853448275862069
552,Month_36,True,4,25,0.940959409594096,0.853448275862069
553,Month_36,True,4,50,0.940959409594096,0.8706896551724138
554,Month_36,True,4,75,0.9372693726937269,0.8706896551724138
555,Month_36,True,4,100,0.9446494464944649,0.8620689655172413
556,Month_36,True,4,150,0.948339483394834,0.8706896551724138
557,Month_36,True,4,200,0.9520295202952029,0.8706896551724138
558,Month_36,True,5,25,0.974169741697417,0.8793103448275862
559,Month_36,True,5,50,0.981549815498155,0.8793103448275862
560,Month_36,True,5,75,0.977859778597786,0.8706896551724138
561,Month_36,True,5,100,0.977859778597786,0.8793103448275862
562,Month_36,True,5,150,0.981549815498155,0.8706896551724138
563,Month_36,True,5,200,0.985239852398524,0.8620689655172413
564,Month_36,True,6,25,0.996309963099631,0.8620689655172413
565,Month_36,True,6,50,0.992619926199262,0.8620689655172413
566,Month_36,True,6,75,0.992619926199262,0.8706896551724138
567,Month_36,True,6,100,0.992619926199262,0.8706896551724138
568,Month_36,True,6,150,0.988929889298893,0.8448275862068966
569,Month_36,True,6,200,0.988929889298893,0.853448275862069
570,Month_36,True,7,25,1.0,0.8706896551724138
571,Month_36,True,7,50,1.0,0.8793103448275862
572,Month_36,True,7,75,1.0,0.8620689655172413
573,Month_36,True,7,100,1.0,0.8620689655172413
574,Month_36,True,7,150,1.0,0.853448275862069
575,Month_36,True,7,200,1.0,0.8620689655172413
576,Month_36,True,8,25,1.0,0.8620689655172413
577,Month_36,True,8,50,1.0,0.8793103448275862
578,Month_36,True,8,75,1.0,0.8706896551724138
579,Month_36,True,8,100,1.0,0.8706896551724138
580,Month_36,True,8,150,1.0,0.853448275862069
581,Month_36,True,8,200,1.0,0.8620689655172413
582,Month_36,True,9,25,1.0,0.8706896551724138
583,Month_36,True,9,50,1.0,0.8793103448275862
584,Month_36,True,9,75,1.0,0.8706896551724138
585,Month_36,True,9,100,1.0,0.8706896551724138
586,Month_36,True,9,150,1.0,0.8620689655172413
587,Month_36,True,9,200,1.0,0.8620689655172413
588,Month_36,True,10,25,1.0,0.8793103448275862
589,Month_36,True,10,50,1.0,0.8706896551724138
590,Month_36,True,10,75,1.0,0.8706896551724138
591,Month_36,True,10,100,1.0,0.8706896551724138
592,Month_36,True,10,150,1.0,0.8620689655172413
593,Month_36,True,10,200,1.0,0.8620689655172413
594,Month_48,True,2,25,0.971830985915493,0.9
595,Month_48,True,2,50,0.971830985915493,0.9
596,Month_48,True,2,75,0.971830985915493,0.8666666666666667
597,Month_48,True,2,100,0.971830985915493,0.8666666666666667
598,Month_48,True,2,150,0.971830985915493,0.8666666666666667
599,Month_48,True,2,200,0.971830985915493,0.9
600,Month_48,True,3,25,0.9859154929577465,0.8666666666666667
601,Month_48,True,3,50,0.9859154929577465,0.8666666666666667
602,Month_48,True,3,75,0.9859154929577465,0.8666666666666667
603,Month_48,True,3,100,0.9859154929577465,0.8666666666666667
604,Month_48,True,3,150,0.9859154929577465,0.8666666666666667
605,Month_48,True,3,200,0.9859154929577465,0.8666666666666667
606,Month_48,True,4,25,1.0,0.9
607,Month_48,True,4,50,0.9859154929577465,0.8666666666666667
608,Month_48,True,4,75,0.9859154929577465,0.8666666666666667
609,Month_48,True,4,100,0.9859154929577465,0.8666666666666667
610,Month_48,True,4,150,1.0,0.8666666666666667
611,Month_48,True,4,200,1.0,0.8666666666666667
612,Month_48,True,5,25,1.0,0.8666666666666667
613,Month_48,True,5,50,1.0,0.8666666666666667
614,Month_48,True,5,75,1.0,0.8666666666666667
615,Month_48,True,5,100,1.0,0.8666666666666667
616,Month_48,True,5,150,1.0,0.8666666666666667
617,Month_48,True,5,200,1.0,0.8666666666666667
618,Month_48,True,6,25,1.0,0.9
619,Month_48,True,6,50,1.0,0.8666666666666667
620,Month_48,True,6,75,1.0,0.8666666666666667
621,Month_48,True,6,100,1.0,0.8666666666666667
622,Month_48,True,6,150,1.0,0.8666666666666667
623,Month_48,True,6,200,1.0,0.8666666666666667
624,Month_48,True,7,25,1.0,0.9
625,Month_48,True,7,50,1.0,0.8666666666666667
626,Month_48,True,7,75,1.0,0.8666666666666667
627,Month_48,True,7,100,1.0,0.8666666666666667
628,Month_48,True,7,150,1.0,0.8666666666666667
629,Month_48,True,7,200,1.0,0.8666666666666667
630,Month_48,True,8,25,1.0,0.9
631,Month_48,True,8,50,1.0,0.8666666666666667
632,Month_48,True,8,75,1.0,0.8666666666666667
633,Month_48,True,8,100,1.0,0.8666666666666667
634,Month_48,True,8,150,1.0,0.8666666666666667
635,Month_48,True,8,200,1.0,0.8666666666666667
636,Month_48,True,9,25,1.0,0.9
637,Month_48,True,9,50,1.0,0.8666666666666667
638,Month_48,True,9,75,1.0,0.8666666666666667
639,Month_48,True,9,100,1.0,0.8666666666666667
640,Month_48,True,9,150,1.0,0.8666666666666667
641,Month_48,True,9,200,1.0,0.8666666666666667
642,Month_48,True,10,25,1.0,0.9
643,Month_48,True,10,50,1.0,0.8666666666666667
644,Month_48,True,10,75,1.0,0.8666666666666667
645,Month_48,True,10,100,1.0,0.8666666666666667
646,Month_48,True,10,150,1.0,0.8666666666666667
647,Month_48,True,10,200,1.0,0.8666666666666667
