,Max Depth,Estimators,Training Accuracy,Testing Accuracy
0,2,25,0.8691588785046729,0.8131868131868132
1,2,50,0.8738317757009346,0.8351648351648352
2,2,75,0.8691588785046729,0.8351648351648352
3,2,100,0.8738317757009346,0.8241758241758241
4,2,150,0.8691588785046729,0.8241758241758241
5,2,200,0.8691588785046729,0.8241758241758241
6,3,25,0.9018691588785047,0.8571428571428571
7,3,50,0.9158878504672897,0.8461538461538461
8,3,75,0.9112149532710281,0.8681318681318682
9,3,100,0.9018691588785047,0.8681318681318682
10,3,150,0.9112149532710281,0.8571428571428571
11,3,200,0.9112149532710281,0.8571428571428571
12,4,25,0.9299065420560748,0.8571428571428571
13,4,50,0.9485981308411215,0.8571428571428571
14,4,75,0.9439252336448598,0.8571428571428571
15,4,100,0.9439252336448598,0.8571428571428571
16,4,150,0.9439252336448598,0.8461538461538461
17,4,200,0.9392523364485982,0.8461538461538461
18,5,25,0.9719626168224299,0.8351648351648352
19,5,50,0.9672897196261683,0.8351648351648352
20,5,75,0.9672897196261683,0.8461538461538461
21,5,100,0.9672897196261683,0.8351648351648352
22,5,150,0.9626168224299065,0.8351648351648352
23,5,200,0.9719626168224299,0.8461538461538461
24,6,25,0.9813084112149533,0.8571428571428571
25,6,50,0.985981308411215,0.8571428571428571
26,6,75,0.9813084112149533,0.8461538461538461
27,6,100,0.9813084112149533,0.8571428571428571
28,6,150,0.9813084112149533,0.8461538461538461
29,6,200,0.9766355140186916,0.8571428571428571
30,7,25,0.9953271028037384,0.8571428571428571
31,7,50,0.9953271028037384,0.8571428571428571
32,7,75,0.9953271028037384,0.8571428571428571
33,7,100,0.9906542056074766,0.8461538461538461
34,7,150,0.9906542056074766,0.8461538461538461
35,7,200,0.9906542056074766,0.8461538461538461
36,8,25,1.0,0.8461538461538461
37,8,50,1.0,0.8351648351648352
38,8,75,1.0,0.8351648351648352
39,8,100,1.0,0.8461538461538461
40,8,150,1.0,0.8461538461538461
41,8,200,1.0,0.8461538461538461
42,9,25,1.0,0.8681318681318682
43,9,50,1.0,0.8681318681318682
44,9,75,1.0,0.8461538461538461
45,9,100,1.0,0.8461538461538461
46,9,150,1.0,0.8461538461538461
47,9,200,1.0,0.8571428571428571
48,10,25,1.0,0.8571428571428571
49,10,50,1.0,0.8571428571428571
50,10,75,1.0,0.8461538461538461
51,10,100,1.0,0.8461538461538461
52,10,150,1.0,0.8461538461538461
53,10,200,1.0,0.8461538461538461
