,C Value,Training Accuracy,Testing Accuracy
0,0.01,0.8966789667896679,0.853448275862069
1,0.02,0.922509225092251,0.8448275862068966
2,0.1,0.948339483394834,0.853448275862069
3,0.2,0.966789667896679,0.853448275862069
4,0.3,0.9630996309963099,0.8620689655172413
5,0.5,0.977859778597786,0.8706896551724138
6,0.75,0.974169741697417,0.8793103448275862
7,0.9,0.977859778597786,0.8879310344827587
8,1.0,0.977859778597786,0.8793103448275862
