,C Value,Training Accuracy,Testing Accuracy
0,0.01,0.971830985915493,0.9
1,0.02,0.9859154929577465,0.9
2,0.1,1.0,0.8666666666666667
3,0.2,1.0,0.8666666666666667
4,0.3,1.0,0.8666666666666667
5,0.5,1.0,0.8666666666666667
6,0.75,1.0,0.8666666666666667
7,0.9,1.0,0.8666666666666667
8,1.0,1.0,0.8666666666666667
