,C Value,Training Accuracy,Testing Accuracy
0,0.01,0.847457627118644,0.7980295566502463
1,0.02,0.8707627118644068,0.8275862068965517
2,0.1,0.8940677966101694,0.8423645320197044
3,0.2,0.9004237288135594,0.8472906403940886
4,0.3,0.902542372881356,0.8423645320197044
5,0.5,0.9046610169491526,0.8472906403940886
6,0.75,0.9110169491525424,0.8472906403940886
7,0.9,0.9110169491525424,0.8472906403940886
8,1.0,0.9110169491525424,0.8472906403940886
