,K Value,Training Accuracy,Testing Accuracy
0,3,0.8591549295774648,0.8666666666666667
1,4,0.8591549295774648,0.8666666666666667
2,5,0.8591549295774648,0.8666666666666667
3,6,0.8309859154929577,0.8666666666666667
4,7,0.8732394366197183,0.9
5,8,0.8732394366197183,0.8666666666666667
6,9,0.8732394366197183,0.8666666666666667
7,10,0.8873239436619719,0.9
8,11,0.8873239436619719,0.8333333333333334
9,12,0.8873239436619719,0.9
10,13,0.8732394366197183,0.8666666666666667
