,C Value,Training Accuracy,Testing Accuracy
0,0.01,0.913135593220339,0.8423645320197044
1,0.02,0.934322033898305,0.8423645320197044
2,0.1,0.9597457627118644,0.8325123152709359
3,0.2,0.9682203389830508,0.8423645320197044
4,0.3,0.9745762711864406,0.8423645320197044
5,0.5,0.9745762711864406,0.8226600985221675
6,0.75,0.9809322033898306,0.8275862068965517
7,0.9,0.9809322033898306,0.8226600985221675
8,1.0,0.9788135593220338,0.8226600985221675
