,Max Depth,Training Accuracy,Testing Accuracy
0,2,0.8919491525423728,0.8768472906403941
1,3,0.913135593220339,0.8669950738916257
2,4,0.923728813559322,0.8669950738916257
3,5,0.9364406779661016,0.8620689655172413
4,6,0.9491525423728814,0.8620689655172413
5,7,0.9597457627118644,0.8571428571428571
6,8,0.9639830508474576,0.8423645320197044
7,9,0.9745762711864406,0.8571428571428571
8,10,0.9809322033898306,0.8472906403940886
