,C Value,Training Accuracy,Testing Accuracy
0,0.01,0.8395303326810176,0.776255707762557
1,0.02,0.8669275929549902,0.7990867579908676
2,0.1,0.8845401174168297,0.817351598173516
3,0.2,0.8864970645792564,0.8127853881278538
4,0.3,0.8864970645792564,0.821917808219178
5,0.5,0.8943248532289628,0.817351598173516
6,0.75,0.8923679060665362,0.821917808219178
7,0.9,0.8943248532289628,0.8127853881278538
8,1.0,0.8943248532289628,0.8127853881278538
