,C Value,Training Accuracy,Testing Accuracy
0,0.01,0.8608247422680413,0.8554216867469879
1,0.02,0.8814432989690721,0.8554216867469879
2,0.1,0.9149484536082474,0.8373493975903614
3,0.2,0.9304123711340206,0.8132530120481928
4,0.3,0.9252577319587629,0.8192771084337349
5,0.5,0.9329896907216495,0.8132530120481928
6,0.75,0.9355670103092784,0.8132530120481928
7,0.9,0.9355670103092784,0.8132530120481928
8,1.0,0.9329896907216495,0.8132530120481928
