,Max Depth,Training Accuracy,Testing Accuracy
0,2,0.8767123287671232,0.7945205479452054
1,3,0.8923679060665362,0.7899543378995434
2,4,0.9060665362035225,0.7808219178082192
3,5,0.9354207436399217,0.7808219178082192
4,6,0.949119373776908,0.7899543378995434
5,7,0.9608610567514677,0.7671232876712328
6,8,0.9706457925636007,0.771689497716895
7,9,0.9784735812133072,0.771689497716895
8,10,0.9804305283757339,0.776255707762557
