,K Value,Training Accuracy,Testing Accuracy
0,3,0.9004237288135594,0.8522167487684729
1,4,0.8792372881355932,0.8325123152709359
2,5,0.885593220338983,0.8472906403940886
3,6,0.875,0.8472906403940886
4,7,0.8792372881355932,0.8472906403940886
5,8,0.8686440677966102,0.8620689655172413
6,9,0.864406779661017,0.8472906403940886
7,10,0.8707627118644068,0.8571428571428571
8,11,0.8686440677966102,0.8472906403940886
9,12,0.8665254237288136,0.8423645320197044
10,13,0.864406779661017,0.8374384236453202
