,K Value,Training Accuracy,Testing Accuracy
0,3,0.9577464788732394,0.7666666666666667
1,4,0.9436619718309859,0.8
2,5,0.9014084507042254,0.8333333333333334
3,6,0.9154929577464789,0.8333333333333334
4,7,0.9295774647887324,0.8333333333333334
5,8,0.9154929577464789,0.8
6,9,0.9154929577464789,0.7666666666666667
7,10,0.8873239436619719,0.7666666666666667
8,11,0.8591549295774648,0.7333333333333333
9,12,0.8873239436619719,0.7333333333333333
10,13,0.8732394366197183,0.7666666666666667
