,C Value,Training Accuracy,Testing Accuracy
0,0.01,0.8634686346863468,0.9051724137931034
1,0.02,0.8782287822878229,0.9051724137931034
2,0.1,0.9114391143911439,0.8879310344827587
3,0.2,0.9261992619926199,0.8706896551724138
4,0.3,0.9261992619926199,0.8879310344827587
5,0.5,0.933579335793358,0.8793103448275862
6,0.75,0.922509225092251,0.8793103448275862
7,0.9,0.9261992619926199,0.8793103448275862
8,1.0,0.9261992619926199,0.8793103448275862
