,Max Depth,Training Accuracy,Testing Accuracy
0,2,0.8711340206185567,0.8012048192771084
1,3,0.904639175257732,0.8132530120481928
2,4,0.9304123711340206,0.8072289156626506
3,5,0.9510309278350515,0.8072289156626506
4,6,0.979381443298969,0.8012048192771084
5,7,0.9871134020618557,0.8132530120481928
6,8,0.9974226804123711,0.7951807228915663
7,9,1.0,0.8012048192771084
8,10,1.0,0.8072289156626506
