,Max Depth,Training Accuracy,Testing Accuracy
0,2,0.8904109589041096,0.8310502283105022
1,3,0.8962818003913894,0.8264840182648402
2,4,0.9178082191780822,0.8127853881278538
3,5,0.9412915851272016,0.8310502283105022
4,6,0.9628180039138943,0.8356164383561644
5,7,0.9765166340508806,0.8264840182648402
6,8,0.9863013698630136,0.8356164383561644
7,9,0.9921722113502935,0.817351598173516
8,10,0.9941291585127201,0.8082191780821918
