,Max Depth,Training Accuracy,Testing Accuracy
0,2,0.9040590405904059,0.8448275862068966
1,3,0.9188191881918819,0.8362068965517241
2,4,0.922509225092251,0.8620689655172413
3,5,0.9520295202952029,0.8362068965517241
4,6,0.9704797047970479,0.853448275862069
5,7,0.985239852398524,0.8275862068965517
6,8,0.988929889298893,0.8189655172413793
7,9,0.996309963099631,0.8189655172413793
8,10,1.0,0.8362068965517241
