,Max Depth,Training Accuracy,Testing Accuracy
0,2,0.902542372881356,0.8472906403940886
1,3,0.9152542372881356,0.8226600985221675
2,4,0.9449152542372882,0.8226600985221675
3,5,0.9597457627118644,0.8374384236453202
4,6,0.9788135593220338,0.8226600985221675
5,7,0.989406779661017,0.8325123152709359
6,8,0.9936440677966102,0.8325123152709359
7,9,0.9978813559322034,0.8275862068965517
8,10,1.0,0.8472906403940886
