,C Value,Training Accuracy,Testing Accuracy
0,0.01,0.8273195876288659,0.8313253012048193
1,0.02,0.8608247422680413,0.8614457831325302
2,0.1,0.884020618556701,0.8674698795180723
3,0.2,0.8943298969072165,0.8554216867469879
4,0.3,0.9020618556701031,0.8554216867469879
5,0.5,0.8943298969072165,0.8493975903614458
6,0.75,0.8943298969072165,0.8373493975903614
7,0.9,0.8969072164948454,0.8433734939759037
8,1.0,0.8943298969072165,0.8433734939759037
