,C Value,Training Accuracy,Testing Accuracy
0,0.01,0.8878504672897196,0.8461538461538461
1,0.02,0.9018691588785047,0.8351648351648352
2,0.1,0.9252336448598131,0.7912087912087912
3,0.2,0.9345794392523364,0.7802197802197802
4,0.3,0.9392523364485982,0.7692307692307693
5,0.5,0.9439252336448598,0.7692307692307693
6,0.75,0.9439252336448598,0.7582417582417582
7,0.9,0.9439252336448598,0.7582417582417582
8,1.0,0.9532710280373832,0.7582417582417582
