,C Value,Training Accuracy,Testing Accuracy
0,0.01,0.7887323943661971,0.7666666666666667
1,0.02,0.7887323943661971,0.7666666666666667
2,0.1,0.8591549295774648,0.7333333333333333
3,0.2,0.8873239436619719,0.7666666666666667
4,0.3,0.971830985915493,0.8
5,0.5,0.9577464788732394,0.8333333333333334
6,0.75,0.971830985915493,0.8333333333333334
7,0.9,0.971830985915493,0.8333333333333334
8,1.0,0.971830985915493,0.8333333333333334
