,Dataset,Selective,Max Depth,Estimators,Training Accuracy,Testing Accuracy
519,Month_24,True,7,100,1.0,0.8554216867469879
520,Month_24,True,7,150,1.0,0.8554216867469879
521,Month_24,True,7,200,1.0,0.8554216867469879
522,Month_24,True,8,25,1.0,0.8313253012048193
523,Month_24,True,8,50,1.0,0.8313253012048193
524,Month_24,True,8,75,1.0,0.8253012048192772
525,Month_24,True,8,100,1.0,0.8433734939759037
526,Month_24,True,8,150,1.0,0.8493975903614458
527,Month_24,True,8,200,1.0,0.8554216867469879
528,Month_24,True,9,25,1.0,0.8493975903614458
529,Month_24,True,9,50,1.0,0.8433734939759037
530,Month_24,True,9,75,1.0,0.8433734939759037
531,Month_24,True,9,100,1.0,0.8132530120481928
532,Month_24,True,9,150,1.0,0.8433734939759037
533,Month_24,True,9,200,1.0,0.8614457831325302
534,Month_24,True,10,25,1.0,0.8072289156626506
535,Month_24,True,10,50,1.0,0.8132530120481928
536,Month_24,True,10,75,1.0,0.8253012048192772
537,Month_24,True,10,100,1.0,0.8253012048192772
538,Month_24,True,10,150,1.0,0.8253012048192772
539,Month_24,True,10,200,1.0,0.8192771084337349
540,Month_36,True,2,25,1.0,0.853448275862069
541,Month_36,True,2,50,1.0,0.8448275862068966
542,Month_36,True,2,75,1.0,0.8448275862068966
543,Month_36,True,2,100,1.0,0.853448275862069
544,Month_36,True,2,150,1.0,0.8362068965517241
545,Month_36,True,2,200,1.0,0.8362068965517241
546,Month_36,True,3,25,1.0,0.8275862068965517
547,Month_36,True,3,50,1.0,0.8620689655172413
548,Month_36,True,3,75,1.0,0.853448275862069
549,Month_36,True,3,100,1.0,0.8275862068965517
550,Month_36,True,3,150,1.0,0.853448275862069
551,Month_36,True,3,200,1.0,0.8448275862068966
552,Month_36,True,4,25,1.0,0.8620689655172413
553,Month_36,True,4,50,1.0,0.8620689655172413
554,Month_36,True,4,75,1.0,0.8448275862068966
555,Month_36,True,4,100,1.0,0.8620689655172413
556,Month_36,True,4,150,1.0,0.8448275862068966
557,Month_36,True,4,200,1.0,0.8448275862068966
558,Month_36,True,5,25,1.0,0.8189655172413793
559,Month_36,True,5,50,1.0,0.8362068965517241
560,Month_36,True,5,75,1.0,0.853448275862069
561,Month_36,True,5,100,1.0,0.853448275862069
562,Month_36,True,5,150,1.0,0.853448275862069
563,Month_36,True,5,200,1.0,0.8362068965517241
564,Month_36,True,6,25,1.0,0.8620689655172413
565,Month_36,True,6,50,1.0,0.853448275862069
566,Month_36,True,6,75,1.0,0.8448275862068966
567,Month_36,True,6,100,1.0,0.853448275862069
568,Month_36,True,6,150,1.0,0.8620689655172413
569,Month_36,True,6,200,1.0,0.853448275862069
570,Month_36,True,7,25,1.0,0.8362068965517241
571,Month_36,True,7,50,1.0,0.8362068965517241
572,Month_36,True,7,75,1.0,0.8362068965517241
573,Month_36,True,7,100,1.0,0.8362068965517241
574,Month_36,True,7,150,1.0,0.8448275862068966
575,Month_36,True,7,200,1.0,0.8362068965517241
576,Month_36,True,8,25,1.0,0.8189655172413793
577,Month_36,True,8,50,1.0,0.8189655172413793
578,Month_36,True,8,75,1.0,0.8189655172413793
579,Month_36,True,8,100,1.0,0.8189655172413793
580,Month_36,True,8,150,1.0,0.8189655172413793
581,Month_36,True,8,200,1.0,0.8189655172413793
582,Month_36,True,9,25,1.0,0.8189655172413793
583,Month_36,True,9,50,1.0,0.8189655172413793
584,Month_36,True,9,75,1.0,0.8189655172413793
585,Month_36,True,9,100,1.0,0.8189655172413793
586,Month_36,True,9,150,1.0,0.8189655172413793
587,Month_36,True,9,200,1.0,0.8189655172413793
588,Month_36,True,10,25,1.0,0.8189655172413793
589,Month_36,True,10,50,1.0,0.8189655172413793
590,Month_36,True,10,75,1.0,0.8189655172413793
591,Month_36,True,10,100,1.0,0.8189655172413793
592,Month_36,True,10,150,1.0,0.8189655172413793
593,Month_36,True,10,200,1.0,0.8189655172413793
594,Month_48,True,2,25,1.0,0.8333333333333334
595,Month_48,True,2,50,1.0,0.8333333333333334
596,Month_48,True,2,75,1.0,0.8333333333333334
597,Month_48,True,2,100,1.0,0.8333333333333334
598,Month_48,True,2,150,1.0,0.8333333333333334
599,Month_48,True,2,200,1.0,0.8333333333333334
600,Month_48,True,3,25,1.0,0.8
601,Month_48,True,3,50,1.0,0.7666666666666667
602,Month_48,True,3,75,1.0,0.7666666666666667
603,Month_48,True,3,100,1.0,0.7666666666666667
604,Month_48,True,3,150,1.0,0.7666666666666667
605,Month_48,True,3,200,1.0,0.7666666666666667
606,Month_48,True,4,25,1.0,0.9
607,Month_48,True,4,50,1.0,0.8333333333333334
608,Month_48,True,4,75,1.0,0.8333333333333334
609,Month_48,True,4,100,1.0,0.8333333333333334
610,Month_48,True,4,150,1.0,0.9
611,Month_48,True,4,200,1.0,0.9
612,Month_48,True,5,25,1.0,0.8333333333333334
613,Month_48,True,5,50,1.0,0.8333333333333334
614,Month_48,True,5,75,1.0,0.8333333333333334
615,Month_48,True,5,100,1.0,0.9
616,Month_48,True,5,150,1.0,0.9
617,Month_48,True,5,200,1.0,0.8333333333333334
618,Month_48,True,6,25,1.0,0.8333333333333334
619,Month_48,True,6,50,1.0,0.8333333333333334
620,Month_48,True,6,75,1.0,0.8333333333333334
621,Month_48,True,6,100,1.0,0.8333333333333334
622,Month_48,True,6,150,1.0,0.9
623,Month_48,True,6,200,1.0,0.8333333333333334
624,Month_48,True,7,25,1.0,0.8333333333333334
625,Month_48,True,7,50,1.0,0.8333333333333334
626,Month_48,True,7,75,1.0,0.9
627,Month_48,True,7,100,1.0,0.8333333333333334
628,Month_48,True,7,150,1.0,0.8333333333333334
629,Month_48,True,7,200,1.0,0.8333333333333334
630,Month_48,True,8,25,1.0,0.9
631,Month_48,True,8,50,1.0,0.9
632,Month_48,True,8,75,1.0,0.8333333333333334
633,Month_48,True,8,100,1.0,0.9
634,Month_48,True,8,150,1.0,0.9
635,Month_48,True,8,200,1.0,0.9
636,Month_48,True,9,25,1.0,0.9
637,Month_48,True,9,50,1.0,0.9
638,Month_48,True,9,75,1.0,0.8333333333333334
639,Month_48,True,9,100,1.0,0.8333333333333334
640,Month_48,True,9,150,1.0,0.8333333333333334
641,Month_48,True,9,200,1.0,0.9
642,Month_48,True,10,25,1.0,0.9
643,Month_48,True,10,50,1.0,0.9
644,Month_48,True,10,75,1.0,0.8333333333333334
645,Month_48,True,10,100,1.0,0.8333333333333334
646,Month_48,True,10,150,1.0,0.9
647,Month_48,True,10,200,1.0,0.9
