,Max Depth,Training Accuracy,Testing Accuracy
0,2,0.8598130841121495,0.8241758241758241
1,3,0.8785046728971962,0.8241758241758241
2,4,0.8925233644859814,0.8791208791208791
3,5,0.9345794392523364,0.8131868131868132
4,6,0.9626168224299065,0.7912087912087912
5,7,0.985981308411215,0.7802197802197802
6,8,0.9953271028037384,0.7582417582417582
7,9,1.0,0.7692307692307693
8,10,1.0,0.7692307692307693
